-0.88845,-0.89247,-0.13314,0.22916,-0.2405,-0.0071874,-1.1271,-0.69507,-0.47558,-1.0106,-0.50017,-0.20766,-0.92549,-0.52785,0.18617
-0.79625,-1.034,-0.23501,0.24606,-0.14044,0.2826,-1.1345,-0.63159,-0.42572,-0.93819,-0.70631,-0.17426,-0.76977,-0.50411,0.95029
-0.70003,-1.1579,-0.26309,0.19115,-0.14598,0.24316,-1.2948,-0.60562,-0.44569,-1.0763,-0.82526,-0.072451,-0.68624,-0.67116,0.46906
-0.92587,-1.337,-0.37032,0.0041226,-0.31937,0.060209,-1.4245,-0.74526,-0.75814,-1.2794,-1.0056,-0.080945,-0.89172,-0.85975,0.21205
-1.1987,-1.5669,-0.40039,-0.074775,-0.50892,-0.019931,-1.4739,-0.79915,-0.64604,-1.2544,-0.9906,0.078648,-0.37144,-1.1679,0.1398
-1.2692,-1.664,-0.42364,-0.20271,-0.80708,-0.055524,-1.3487,-0.81602,-0.87242,-1.4821,-0.83427,0.14864,-0.13265,-1.5515,0.091337
-1.3889,-1.6427,-0.53777,-0.27634,-0.86916,-0.07166,-1.006,-0.88055,-1.1735,-1.7912,-0.74959,0.10423,-1.3672,-1.679,0.019561
-1.3835,-1.4329,-0.5676,-0.28038,-0.8809,-0.082908,-0.63111,-0.83562,-1.0499,-1.5148,-0.58501,-0.073063,-1.1255,-1.4768,-0.031076
-1.3595,-1.2312,-0.56877,-0.26957,-0.8263,-0.099364,-0.83805,-0.74561,-0.76483,-1.3197,-0.56348,-0.14239,-0.56951,-1.3965,-0.051706
-1.3234,-1.096,-0.59911,-0.24121,-0.79993,-0.11734,-1.1208,-0.65153,-0.66785,-1.147,-0.63306,-0.11012,-0.62218,-1.2988,-0.0482
-1.2837,-1.048,-0.67623,-0.20564,-0.78083,-0.11915,-1.1275,-0.58966,-0.60479,-1.0334,-0.62369,-0.091631,-0.68837,-1.2539,-0.069534
-1.3503,-1.1495,-0.84314,-0.33089,-0.79647,-0.33246,-1.18,-0.62011,-0.647,-1.1221,-0.89547,-0.1297,-0.6851,-1.2163,-0.54388
-1.6944,-1.3376,-1.0522,-0.38124,-0.85056,-0.71009,-1.1137,-0.68685,-0.74075,-1.2162,-1.2084,-0.12985,-0.95246,-1.319,-1.6656
-1.8911,-1.4726,-1.2113,-0.40219,-0.75108,-0.79557,-0.91002,-0.57869,-0.68724,-1.2129,-1.2728,-0.099862,-0.45669,-1.2477,-1.9374
-1.114,-0.90068,-1.1633,-0.31924,-0.43202,-0.47803,-0.69037,-0.43452,-0.64094,0.37527,-0.017175,-0.10387,0.1346,-1.0422,-0.52623
-0.95509,-0.82223,-1.2308,-0.33364,-0.3041,-0.57299,-0.85111,-0.34203,-0.62879,0.66081,0.15372,-0.21717,0.93421,-0.75512,-0.46737
-0.86065,-0.84317,-1.2515,-0.23468,0.11866,-0.59648,-0.79113,0.083998,0.010245,0.83922,0.73326,-0.042373,1.863,-0.22531,-0.3542
-0.81188,-0.87728,-1.1684,-0.20237,0.51178,-0.78659,-0.73531,0.1581,0.17335,0.90501,0.65584,0.03327,1.497,0.49009,-0.33584
-0.82567,-1.0435,-1.1266,-0.24045,0.46275,-0.80075,-0.68876,0.04364,-0.18759,0.42589,0.5105,-0.10826,1.3547,0.53113,-0.33687
-0.85227,-1.0613,-1.1028,-0.23369,0.41616,-0.80347,-0.84724,0.01249,-0.36264,-0.16111,0.38763,-0.26301,0.93843,0.80869,-0.32952
-0.85449,-0.8665,-1.0742,-0.22604,0.4452,-0.80973,-0.93278,0.01635,-0.35067,-0.32934,0.26805,-0.31663,1.1674,0.93947,-0.32363
-0.79371,-0.73641,-0.99312,-0.22092,0.45562,-0.80158,-0.92525,0.046887,-0.11142,-0.27401,0.24577,-0.29264,1.4255,0.7511,-0.29835
-0.79985,-0.73641,-0.93148,-0.21694,0.4439,-0.79599,-1.0329,0.095355,0.13835,-0.44836,0.17367,-0.18834,0.29486,0.61129,-0.3038
-0.85065,-1.0113,-1.0303,-0.31744,0.43173,-1.0061,-0.65572,0.086548,0.12874,-0.63884,-0.12046,-0.20685,-0.5801,0.59938,-0.73342
