0.96379,1.4286,0.7377,1.2481,0.9208,0.76183,-0.11051,1.0754,0.80184,0.55638,0.92718,1.0787,-0.39078,1.0801,-0.44826
0.7665,1.3102,0.64748,1.1754,0.80417,0.68249,-0.16976,1.0039,0.66769,0.35551,0.85444,0.97834,-0.94311,0.86056,-0.18105
0.77517,1.0932,0.66499,1.1052,0.73295,0.65687,-0.19685,0.91233,0.48943,0.52424,0.73691,0.87967,-1.2867,0.61223,0.3828
0.38008,0.78787,0.57621,0.97317,0.49828,0.47803,-0.19866,0.74185,0.46538,0.23502,0.50935,0.6211,-0.95499,0.29186,0.2524
-0.0221,0.39016,0.34229,0.83109,0.26874,0.42957,-0.3882,0.44351,0.4021,0.0051271,0.29179,0.27421,-0.47233,-0.031027,0.26044
-0.26716,0.12198,0.19813,0.58143,-0.060112,0.39711,-0.75984,-0.1249,-0.20209,-0.22643,0.0021178,-0.1525,-0.86463,-0.39301,0.21117
-0.46973,-0.12517,0.10082,0.46127,-0.3182,0.37985,-0.86556,-0.50565,-0.74136,-0.70143,0.053142,-0.41849,-1.6239,-0.60202,0.15496
-0.59076,-0.2227,0.050328,0.42977,-0.2963,0.35851,-0.94623,-0.54733,-0.68612,-0.80736,0.25391,-0.42543,-1.2173,-0.55817,0.16329
-0.65059,-0.38338,0.09196,0.41034,-0.19682,0.33588,-0.66949,-0.51307,-0.44003,-0.91447,0.28647,-0.29021,-0.87282,-0.47616,0.15638
-0.67156,-0.45134,0.16931,0.4094,-0.11009,0.33753,-0.62407,-0.42026,-0.31012,-0.82285,0.25547,-0.1759,-0.66804,-0.41151,0.1717
-0.68539,-0.53041,0.14837,0.41782,-0.1386,0.33706,-0.73536,-0.49539,-0.30491,-0.78126,0.1157,-0.12737,-0.79687,-0.38091,0.12952
-0.80127,-0.75146,-0.0045179,0.27914,-0.19655,0.12032,-1.0115,-0.60908,-0.40489,-0.9703,-0.24851,-0.19225,-0.89754,-0.35432,-0.23639
0.99906,1.1023,0.98234,0.51819,0.057127,0.48651,1.8795,0.14734,-0.34829,1.124,1.8448,-0.55347,0.31169,0.85465,1.6394
0.79786,1.0738,0.91068,0.47078,0.077516,0.34449,1.4905,0.11604,-0.37474,0.73487,1.4652,-0.59829,0.34352,0.99306,0.82791
0.45221,0.88341,0.78929,0.29543,-0.10793,0.11015,1.0214,-0.00052633,-0.53722,-0.040953,0.84732,-0.70808,-0.11608,1.0328,0.17197
0.21915,0.70876,0.73458,0.16537,-0.076899,-0.082759,0.95463,-0.048329,-0.67392,-0.19796,0.49499,-0.96309,-0.37864,0.83538,-0.14068
-0.23436,0.26215,0.52599,-0.068386,-0.15822,-0.15775,0.36478,-0.032901,-0.7259,-0.44711,-0.18764,-1.2531,0.14369,0.52546,-0.28021
-0.54519,-0.064982,0.22493,-0.24494,-0.4913,-0.18564,-0.25798,-0.39618,-1.1513,-0.48225,-0.62285,-1.6204,0.11997,0.10392,-0.39254
-0.64651,-0.16714,-0.019765,-0.34915,-0.74674,-0.18975,-0.56116,-0.60584,-1.3159,-0.49928,-0.56326,-1.6464,0.05031,-0.034497,-0.43954
-0.65002,-0.25984,-0.20474,-0.3601,-0.77229,-0.19137,-0.688,-0.62006,-0.94853,-0.43233,-0.45002,-1.2558,0.24622,0.042827,-0.47956
-0.63438,-0.33642,-0.24125,-0.36264,-0.73784,-0.17712,-0.56368,-0.55698,-0.61599,-0.55046,-0.39632,-0.96724,0.55122,0.094814,-0.53178
-0.66579,-0.31326,-0.20439,-0.35628,-0.76822,-0.17298,-0.12806,-0.57369,-0.48067,-0.62716,-0.42178,-0.82309,0.79775,0.10056,-0.58544
-0.75898,-0.38382,-0.24162,-0.36766,-0.80406,-0.19906,-0.096335,-0.62416,-0.46707,-0.75819,-0.64723,-0.7471,0.44824,0.12406,-0.69956
-0.88483,-0.5947,-0.37137,-0.504,-0.81517,-0.42796,0.039619,-0.68026,-0.59985,-1.0612,-1.0602,-0.76719,-0.06217,0.063269,-1.2792
