1.0857,0.012616,0.56713,0.070738,0.026411,1.2577,-0.322,-0.32382,-0.25663,1.1976,0.79441,0.096506,0.71935,0.38656,1.4122
0.85183,0.322,0.82347,0.064417,0.10471,1.2921,-0.22186,-0.30972,-0.22728,0.72275,1.0157,0.11757,1.1156,0.64577,0.72133
0.6165,0.16302,0.71238,-0.0022638,-0.014584,1.1793,-0.61323,-0.38917,-0.20426,-0.054639,0.45601,0.15606,1.3228,0.59651,0.37184
0.89927,0.35204,0.68089,-0.049902,-0.027186,1.1234,-0.40802,-0.41523,-0.11115,0.29851,0.49011,0.18175,1.8787,0.36594,0.39176
0.92439,0.90063,0.91675,0.032267,0.19272,1.2178,-0.027614,-0.42621,-0.01566,0.89111,0.88606,0.1417,1.6907,0.77584,0.48165
0.91299,1.1286,1.2423,0.095797,0.71372,1.2347,0.36958,0.092451,0.58181,1.1505,1.1313,0.70491,1.3652,1.1756,0.58907
0.8451,0.97301,1.258,0.034436,0.68796,1.2329,0.23539,-0.0069872,-0.11361,1.337,0.90122,0.63659,0.32702,0.77138,0.60301
0.79551,0.73272,1.2383,0.044316,0.60774,1.2293,0.27831,-0.019594,-0.33161,1.2636,0.51401,0.53079,-0.16245,0.45626,0.58186
0.9638,0.63789,1.0998,0.074402,0.64334,1.2261,0.30275,0.024052,-0.33363,1.3492,0.42996,0.45457,-0.38097,0.34976,0.57692
1.0848,0.64349,0.93349,0.097537,0.61236,1.2117,0.36854,0.031689,-0.4513,1.2833,0.45468,0.38324,-0.37281,0.48117,0.54578
1.0915,0.62585,0.84029,0.10547,0.55494,1.1906,0.044623,0.00023992,-0.48115,1.0357,0.38865,0.3423,-0.13758,0.57908,0.47272
1.2338,0.58316,0.8386,-0.017392,0.57671,1.1655,-0.093364,-0.027366,-0.52361,0.89148,0.42844,0.27861,-0.071298,0.65263,0.7796
1.1295,0.75492,0.85983,0.0097106,0.61422,1.4247,-0.63251,-0.030021,-0.4925,1.0344,0.3055,0.20509,0.13929,0.81415,1.2878
1.1925,0.90116,0.93854,0.036439,0.65444,1.5078,-1.0987,-0.054603,-0.47627,0.77842,0.047568,0.21023,0.58792,0.85805,1.2982
0.47727,0.96245,1.0018,0.090327,0.76564,1.2645,-0.73665,0.10937,-0.39902,0.69141,0.20431,0.28894,0.79546,0.94941,0.4427
0.38992,0.70101,0.87485,0.083168,0.69587,1.0477,-0.47945,0.26298,-0.22647,-0.06323,-0.052228,0.28702,1.3488,1.0776,0.23137
0.27708,0.42551,0.85585,0.020203,0.49959,0.98789,-0.19306,0.031082,-0.11131,-0.91344,-0.52331,0.071282,1.532,0.652,0.18492
0.059164,0.21823,0.68786,-0.13756,0.35751,0.96381,-0.028428,-0.39203,-0.66831,-1.1507,-0.94128,-0.24423,0.17351,0.04557,0.10904
-0.15464,0.017183,0.51534,-0.26797,0.14428,0.94332,-0.14791,-0.66447,-1.3007,-1.2254,-1.0863,-0.40401,-1.0456,-0.15517,0.080732
-0.24736,-0.14881,0.46121,-0.27438,0.06878,0.93802,-0.38387,-0.73636,-1.147,-0.95804,-1.0446,-0.43538,-1.1275,-0.11836,0.092433
-0.25994,-0.1832,0.44501,-0.25798,0.06192,0.93265,-0.45726,-0.71906,-0.81887,-0.64934,-0.99065,-0.42061,-0.86537,-0.11525,0.085532
